serial number	character	token	ferquency(pre million)	total coverage rate(%)
7853	晧	50	0.02634 	99.99671 
7854	缋	50	0.02634 	99.99672 
7855	夼	50	0.02634 	99.99672 
7856	虧	50	0.02634 	99.99672 
7857	懶	50	0.02634 	99.99672 
7858	爐	50	0.02634 	99.99673 
7859	駛	50	0.02634 	99.99673 
7860	湯	50	0.02634 	99.99673 
7861	鼗	50	0.02634 	99.99673 
7862	筅	50	0.02634 	99.99674 
7863	兗	50	0.02634 	99.99674 
7864	浥	50	0.02634 	99.99674 
7865	奓	50	0.02634 	99.99674 
7866	紖	50	0.02634 	99.99675 
7867	皺	50	0.02634 	99.99675 
7868	筯	50	0.02634 	99.99675 
7869	剉	49	0.02581 	99.99675 
7870	胨	49	0.02581 	99.99676 
7871	砜	49	0.02581 	99.99676 
7872	饸	49	0.02581 	99.99676 
7873	擠	49	0.02581 	99.99676 
7874	鲚	49	0.02581 	99.99677 
7875	鍵	49	0.02581 	99.99677 
7876	矻	49	0.02581 	99.99677 
7877	俛	49	0.02581 	99.99678 
7878	淠	49	0.02581 	99.99678 
7879	拤	49	0.02581 	99.99678 
7880	圊	49	0.02581 	99.99678 
7881	儍	49	0.02581 	99.99679 
7882	蔘	49	0.02581 	99.99679 
7883	鮻	49	0.02581 	99.99679 
7884	違	49	0.02581 	99.99679 
7885	烏	49	0.02581 	99.99680 
7886	迕	49	0.02581 	99.99680 
7887	祄	49	0.02581 	99.99680 
7888	衪	49	0.02581 	99.99680 
7889	臟	49	0.02581 	99.99681 
7890	拃	49	0.02581 	99.99681 
7891	钸	48	0.02529 	99.99681 
7892	倉	48	0.02529 	99.99681 
7893	菪	48	0.02529 	99.99682 
7894	兊	48	0.02529 	99.99682 
7895	杮	48	0.02529 	99.99682 
7896	禍	48	0.02529 	99.99682 
7897	哜	48	0.02529 	99.99683 
7898	勞	48	0.02529 	99.99683 
7899	輛	48	0.02529 	99.99683 
7900	貎	48	0.02529 	99.99683 
7901	撚	48	0.02529 	99.99684 
7902	棲	48	0.02529 	99.99684 
7903	蒨	48	0.02529 	99.99684 
7904	朊	48	0.02529 	99.99684 
7905	喪	48	0.02529 	99.99685 
7906	阘	48	0.02529 	99.99685 
7907	兲	48	0.02529 	99.99685 
7908	甕	48	0.02529 	99.99685 
7909	釿	48	0.02529 	99.99686 
7910	鹓	48	0.02529 	99.99686 
7911	鐾	47	0.02476 	99.99686 
7912	滗	47	0.02476 	99.99686 
7913	扠	47	0.02476 	99.99687 
7914	躔	47	0.02476 	99.99687 
7915	奌	47	0.02476 	99.99687 
7916	凍	47	0.02476 	99.99687 
7917	罣	47	0.02476 	99.99688 
7918	丷	47	0.02476 	99.99688 
7919	喛	47	0.02476 	99.99688 
7920	腈	47	0.02476 	99.99688 
7921	筘	47	0.02476 	99.99689 
7922	蠊	47	0.02476 	99.99689 
7923	暸	47	0.02476 	99.99689 
7924	盧	47	0.02476 	99.99689 
7925	彌	47	0.02476 	99.99690 
7926	豾	47	0.02476 	99.99690 
7927	埼	47	0.02476 	99.99690 
7928	骎	47	0.02476 	99.99690 
7929	惓	47	0.02476 	99.99691 
7930	飾	47	0.02476 	99.99691 
7931	谿	47	0.02476 	99.99691 
7932	箦	47	0.02476 	99.99691 
7933	橥	47	0.02476 	99.99692 
7934	斲	47	0.02476 	99.99692 
7935	奧	46	0.02423 	99.99692 
7936	鞞	46	0.02423 	99.99692 
7937	辶	46	0.02423 	99.99693 
7938	溝	46	0.02423 	99.99693 
7939	毌	46	0.02423 	99.99693 
7940	馘	46	0.02423 	99.99693 
7941	癋	46	0.02423 	99.99694 
7942	縠	46	0.02423 	99.99694 
7943	蕺	46	0.02423 	99.99694 
7944	濟	46	0.02423 	99.99694 
7945	駕	46	0.02423 	99.99695 
7946	琎	46	0.02423 	99.99695 
7947	絶	46	0.02423 	99.99695 
7948	镧	46	0.02423 	99.99695 
7949	浬	46	0.02423 	99.99696 
7950	琝	46	0.02423 	99.99696 
7951	犏	46	0.02423 	99.99696 
7952	圏	46	0.02423 	99.99696 
7953	亊	46	0.02423 	99.99696 
7954	獞	46	0.02423 	99.99697 
7955	漥	46	0.02423 	99.99697 
7956	暐	46	0.02423 	99.99697 
7957	爚	46	0.02423 	99.99697 
7958	仉	46	0.02423 	99.99698 
7959	詛	46	0.02423 	99.99698 
7960	髟	45	0.02371 	99.99698 
7961	瘥	45	0.02371 	99.99698 
7962	籓	45	0.02371 	99.99699 
7963	鋒	45	0.02371 	99.99699 
7964	绠	45	0.02371 	99.99699 
7965	糇	45	0.02371 	99.99699 
7966	獲	45	0.02371 	99.99700 
7967	頸	45	0.02371 	99.99700 
7968	徑	45	0.02371 	99.99700 
7969	垲	45	0.02371 	99.99700 
7970	綑	45	0.02371 	99.99701 
7971	獵	45	0.02371 	99.99701 
7972	坶	45	0.02371 	99.99701 
7973	齉	45	0.02371 	99.99701 
7974	旂	45	0.02371 	99.99701 
7975	巻	45	0.02371 	99.99702 
7976	骦	45	0.02371 	99.99702 
7977	罈	45	0.02371 	99.99702 
7978	觽	45	0.02371 	99.99702 
7979	莶	45	0.02371 	99.99703 
7980	瀟	45	0.02371 	99.99703 
7981	姎	45	0.02371 	99.99703 
7982	扆	45	0.02371 	99.99703 
7983	贊	45	0.02371 	99.99704 
7984	飐	45	0.02371 	99.99704 
7985	坌	44	0.02318 	99.99704 
7986	暢	44	0.02318 	99.99704 
7987	蹯	44	0.02318 	99.99705 
7988	钫	44	0.02318 	99.99705 
7989	廻	44	0.02318 	99.99705 
7990	監	44	0.02318 	99.99705 
7991	礓	44	0.02318 	99.99705 
7992	滘	44	0.02318 	99.99706 
7993	梱	44	0.02318 	99.99706 
7994	侶	44	0.02318 	99.99706 
7995	暼	44	0.02318 	99.99706 
7996	潛	44	0.02318 	99.99707 
7997	佢	44	0.02318 	99.99707 
7998	挼	44	0.02318 	99.99707 
7999	褟	44	0.02318 	99.99707 
8000	臺	44	0.02318 	99.99708 
8001	踼	44	0.02318 	99.99708 
8002	頹	44	0.02318 	99.99708 
8003	洩	44	0.02318 	99.99708 
8004	忄	44	0.02318 	99.99708 
8005	欻	44	0.02318 	99.99709 
8006	堉	44	0.02318 	99.99709 
8007	玧	44	0.02318 	99.99709 
8008	揞	43	0.02265 	99.99709 
8009	昻	43	0.02265 	99.99710 
8010	铋	43	0.02265 	99.99710 
8011	閟	43	0.02265 	99.99710 
8012	辭	43	0.02265 	99.99710 
8013	岽	43	0.02265 	99.99711 
8014	厾	43	0.02265 	99.99711 
8015	奪	43	0.02265 	99.99711 
8016	縫	43	0.02265 	99.99711 
8017	閤	43	0.02265 	99.99711 
8018	轘	43	0.02265 	99.99712 
8019	臘	43	0.02265 	99.99712 
8020	両	43	0.02265 	99.99712 
8021	蹽	43	0.02265 	99.99712 
8022	罠	43	0.02265 	99.99713 
8023	肀	43	0.02265 	99.99713 
8024	裵	43	0.02265 	99.99713 
8025	鸲	43	0.02265 	99.99713 
8026	嫰	43	0.02265 	99.99713 
8027	潤	43	0.02265 	99.99714 
8028	璛	43	0.02265 	99.99714 
8029	羰	43	0.02265 	99.99714 
8030	缷	43	0.02265 	99.99714 
8031	趐	43	0.02265 	99.99715 
8032	悅	43	0.02265 	99.99715 
8033	垞	42	0.02212 	99.99715 
8034	恥	42	0.02212 	99.99715 
8035	傺	42	0.02212 	99.99716 
8036	飺	42	0.02212 	99.99716 
8037	淓	42	0.02212 	99.99716 
8038	昐	42	0.02212 	99.99716 
8039	澉	42	0.02212 	99.99716 
8040	槨	42	0.02212 	99.99717 
8041	繫	42	0.02212 	99.99717 
8042	肼	42	0.02212 	99.99717 
8043	匊	42	0.02212 	99.99717 
8044	潰	42	0.02212 	99.99718 
8045	胬	42	0.02212 	99.99718 
8046	衄	42	0.02212 	99.99718 
8047	锫	42	0.02212 	99.99718 
8048	禥	42	0.02212 	99.99718 
8049	倿	42	0.02212 	99.99719 
8050	剠	42	0.02212 	99.99719 
8051	塙	42	0.02212 	99.99719 
8052	陞	42	0.02212 	99.99719 
8053	酞	42	0.02212 	99.99719 
8054	濤	42	0.02212 	99.99720 
8055	梶	42	0.02212 	99.99720 
8056	鼯	42	0.02212 	99.99720 
8057	啣	42	0.02212 	99.99720 
8058	廂	42	0.02212 	99.99721 
8059	蚃	42	0.02212 	99.99721 
8060	桖	42	0.02212 	99.99721 
8061	勳	42	0.02212 	99.99721 
8062	簷	42	0.02212 	99.99721 
8063	垟	42	0.02212 	99.99722 
8064	廙	42	0.02212 	99.99722 
8065	藝	42	0.02212 	99.99722 
8066	齋	42	0.02212 	99.99722 
8067	厔	42	0.02212 	99.99723 
8068	縳	42	0.02212 	99.99723 
8069	枨	41	0.02160 	99.99723 
8070	珵	41	0.02160 	99.99723 
8071	闖	41	0.02160 	99.99723 
8072	聰	41	0.02160 	99.99724 
8073	咶	41	0.02160 	99.99724 
8074	楶	41	0.02160 	99.99724 
8075	赆	41	0.02160 	99.99724 
8076	躹	41	0.02160 	99.99725 
8077	櫆	41	0.02160 	99.99725 
8078	圝	41	0.02160 	99.99725 
8079	螞	41	0.02160 	99.99725 
8080	鹛	41	0.02160 	99.99725 
8081	鹋	41	0.02160 	99.99726 
8082	窮	41	0.02160 	99.99726 
8083	葰	41	0.02160 	99.99726 
8084	炧	41	0.02160 	99.99726 
8085	榍	41	0.02160 	99.99726 
8086	鹯	41	0.02160 	99.99727 
8087	誌	41	0.02160 	99.99727 
8088	鑄	41	0.02160 	99.99727 
8089	窀	41	0.02160 	99.99727 
8090	棁	41	0.02160 	99.99728 
8091	鲃	40	0.02107 	99.99728 
8092	窆	40	0.02107 	99.99728 
8093	轒	40	0.02107 	99.99728 
8094	葢	40	0.02107 	99.99728 
8095	騩	40	0.02107 	99.99729 
8096	粿	40	0.02107 	99.99729 
8097	桊	40	0.02107 	99.99729 
8098	捃	40	0.02107 	99.99729 
8099	欗	40	0.02107 	99.99729 
8100	鎯	40	0.02107 	99.99730 
8101	礌	40	0.02107 	99.99730 
8102	燜	40	0.02107 	99.99730 
8103	砮	40	0.02107 	99.99730 
8104	璆	40	0.02107 	99.99731 
8105	晩	40	0.02107 	99.99731 
8106	蕹	40	0.02107 	99.99731 
8107	葙	40	0.02107 	99.99731 
8108	讠	40	0.02107 	99.99731 
8109	罨	40	0.02107 	99.99732 
8110	鷹	40	0.02107 	99.99732 
8111	瓚	40	0.02107 	99.99732 
8112	鍾	40	0.02107 	99.99732 
8113	锿	39	0.02054 	99.99732 
8114	轪	39	0.02054 	99.99733 
8115	罰	39	0.02054 	99.99733 
8116	酤	39	0.02054 	99.99733 
8117	蜾	39	0.02054 	99.99733 
8118	餜	39	0.02054 	99.99733 
8119	恝	39	0.02054 	99.99734 
8120	樫	39	0.02054 	99.99734 
8121	劒	39	0.02054 	99.99734 
8122	蟭	39	0.02054 	99.99734 
8123	蟜	39	0.02054 	99.99734 
8124	誡	39	0.02054 	99.99735 
8125	蒟	39	0.02054 	99.99735 
8126	鎧	39	0.02054 	99.99735 
8127	銙	39	0.02054 	99.99735 
8128	賴	39	0.02054 	99.99735 
8129	欄	39	0.02054 	99.99736 
8130	跞	39	0.02054 	99.99736 
8131	療	39	0.02054 	99.99736 
8132	蟟	39	0.02054 	99.99736 
8133	倫	39	0.02054 	99.99737 
8134	棆	39	0.02054 	99.99737 
8135	濆	39	0.02054 	99.99737 
8136	恓	39	0.02054 	99.99737 
8137	睒	39	0.02054 	99.99737 
8138	蒴	39	0.02054 	99.99738 
8139	俬	39	0.02054 	99.99738 
8140	锬	39	0.02054 	99.99738 
8141	篠	39	0.02054 	99.99738 
8142	媭	39	0.02054 	99.99738 
8143	訊	39	0.02054 	99.99739 
8144	渰	39	0.02054 	99.99739 
8145	鲻	39	0.02054 	99.99739 
8146	牴	38	0.02002 	99.99739 
8147	绗	38	0.02002 	99.99739 
8148	訸	38	0.02002 	99.99740 
8149	熇	38	0.02002 	99.99740 
8150	锪	38	0.02002 	99.99740 
8151	罽	38	0.02002 	99.99740 
8152	謹	38	0.02002 	99.99740 
8153	闊	38	0.02002 	99.99741 
8154	蠻	38	0.02002 	99.99741 
8155	懞	38	0.02002 	99.99741 
8156	厐	38	0.02002 	99.99741 
8157	钷	38	0.02002 	99.99741 
8158	皘	38	0.02002 	99.99742 
8159	巯	38	0.02002 	99.99742 
8160	璱	38	0.02002 	99.99742 
8161	祏	38	0.02002 	99.99742 
8162	鷫	38	0.02002 	99.99742 
8163	閑	38	0.02002 	99.99743 
8164	懸	38	0.02002 	99.99743 
8165	眢	38	0.02002 	99.99743 
8166	丬	38	0.02002 	99.99743 
8167	歩	37	0.01949 	99.99743 
8168	憝	37	0.01949 	99.99744 
8169	饳	37	0.01949 	99.99744 
8170	糼	37	0.01949 	99.99744 
8171	貫	37	0.01949 	99.99744 
8172	冱	37	0.01949 	99.99744 
8173	韁	37	0.01949 	99.99745 
8174	覚	37	0.01949 	99.99745 
8175	鹍	37	0.01949 	99.99745 
8176	勵	37	0.01949 	99.99745 
8177	浰	37	0.01949 	99.99745 
8178	廟	37	0.01949 	99.99746 
8179	糢	37	0.01949 	99.99746 
8180	傘	37	0.01949 	99.99746 
8181	蛸	37	0.01949 	99.99746 
8182	獅	37	0.01949 	99.99746 
8183	掭	37	0.01949 	99.99747 
8184	鉵	37	0.01949 	99.99747 
8185	偓	37	0.01949 	99.99747 
8186	懗	37	0.01949 	99.99747 
8187	虓	37	0.01949 	99.99747 
8188	噀	37	0.01949 	99.99747 
8189	缊	37	0.01949 	99.99748 
8190	驵	37	0.01949 	99.99748 
8191	阯	37	0.01949 	99.99748 
8192	滍	37	0.01949 	99.99748 
8193	稙	37	0.01949 	99.99748 
8194	礙	36	0.01896 	99.99749 
8195	庳	36	0.01896 	99.99749 
8196	萆	36	0.01896 	99.99749 
8197	蔵	36	0.01896 	99.99749 
8198	讇	36	0.01896 	99.99749 
8199	倅	36	0.01896 	99.99750 
8200	瘅	36	0.01896 	99.99750 
8201	铞	36	0.01896 	99.99750 
8202	芣	36	0.01896 	99.99750 
8203	馉	36	0.01896 	99.99750 
8204	鳸	36	0.01896 	99.99751 
8205	衁	36	0.01896 	99.99751 
8206	飢	36	0.01896 	99.99751 
8207	撿	36	0.01896 	99.99751 
8208	眍	36	0.01896 	99.99751 
8209	瀬	36	0.01896 	99.99751 
8210	糧	36	0.01896 	99.99752 
8211	崚	36	0.01896 	99.99752 
8212	鄤	36	0.01896 	99.99752 
8213	掹	36	0.01896 	99.99752 
8214	齧	36	0.01896 	99.99752 
8215	杻	36	0.01896 	99.99753 
8216	実	36	0.01896 	99.99753 
8217	聳	36	0.01896 	99.99753 
8218	羧	36	0.01896 	99.99753 
8219	钽	36	0.01896 	99.99753 
8220	詳	36	0.01896 	99.99754 
8221	瑆	36	0.01896 	99.99754 
8222	蔭	36	0.01896 	99.99754 
8223	柊	36	0.01896 	99.99754 
8224	註	36	0.01896 	99.99754 
8225	瘭	35	0.01844 	99.99755 
8226	嶒	35	0.01844 	99.99755 
8227	刬	35	0.01844 	99.99755 
8228	瑒	35	0.01844 	99.99755 
8229	帱	35	0.01844 	99.99755 
8230	醜	35	0.01844 	99.99755 
8231	搋	35	0.01844 	99.99756 
8232	腄	35	0.01844 	99.99756 
8233	阽	35	0.01844 	99.99756 
8234	歺	35	0.01844 	99.99756 
8235	渄	35	0.01844 	99.99756 
8236	墳	35	0.01844 	99.99757 
8237	阝	35	0.01844 	99.99757 
8238	嘠	35	0.01844 	99.99757 
8239	鹱	35	0.01844 	99.99757 
8240	渾	35	0.01844 	99.99757 
8241	鲒	35	0.01844 	99.99757 
8242	挶	35	0.01844 	99.99758 
8243	罝	35	0.01844 	99.99758 
8244	姖	35	0.01844 	99.99758 
8245	纍	35	0.01844 	99.99758 
8246	芼	35	0.01844 	99.99758 
8247	綿	35	0.01844 	99.99759 
8248	眽	35	0.01844 	99.99759 
8249	蕅	35	0.01844 	99.99759 
8250	甓	35	0.01844 	99.99759 
8251	棨	35	0.01844 	99.99759 
8252	縴	35	0.01844 	99.99759 
8253	锖	35	0.01844 	99.99760 
8254	繻	35	0.01844 	99.99760 
8255	汭	35	0.01844 	99.99760 
8256	爇	35	0.01844 	99.99760 
8257	憟	35	0.01844 	99.99760 
8258	貪	35	0.01844 	99.99761 
8259	璮	35	0.01844 	99.99761 
8260	祹	35	0.01844 	99.99761 
8261	趯	35	0.01844 	99.99761 
8262	捥	35	0.01844 	99.99761 
8263	噏	35	0.01844 	99.99762 
8264	蓥	35	0.01844 	99.99762 
8265	緻	35	0.01844 	99.99762 
8266	浐	34	0.01791 	99.99762 
8267	蚇	34	0.01791 	99.99762 
8268	賜	34	0.01791 	99.99762 
8269	扥	34	0.01791 	99.99763 
8270	癲	34	0.01791 	99.99763 
8271	垤	34	0.01791 	99.99763 
8272	兌	34	0.01791 	99.99763 
8273	峯	34	0.01791 	99.99763 
8274	洑	34	0.01791 	99.99764 
8275	祔	34	0.01791 	99.99764 
8276	悺	34	0.01791 	99.99764 
8277	櫃	34	0.01791 	99.99764 
8278	矦	34	0.01791 	99.99764 
8279	寯	34	0.01791 	99.99764 
8280	衎	34	0.01791 	99.99765 
8281	峇	34	0.01791 	99.99765 
8282	尅	34	0.01791 	99.99765 
8283	泐	34	0.01791 	99.99765 
8284	劙	34	0.01791 	99.99765 
8285	嚕	34	0.01791 	99.99765 
8286	魯	34	0.01791 	99.99766 
8287	荬	34	0.01791 	99.99766 
8288	眊	34	0.01791 	99.99766 
8289	蝻	34	0.01791 	99.99766 
8290	膩	34	0.01791 	99.99766 
8291	勸	34	0.01791 	99.99767 
8292	鎙	34	0.01791 	99.99767 
8293	箨	34	0.01791 	99.99767 
8294	汙	34	0.01791 	99.99767 
8295	脅	34	0.01791 	99.99767 
8296	晅	34	0.01791 	99.99767 
8297	蠅	34	0.01791 	99.99768 
8298	瘵	34	0.01791 	99.99768 
8299	揹	33	0.01738 	99.99768 
8300	逬	33	0.01738 	99.99768 
8301	痺	33	0.01738 	99.99768 
8302	廍	33	0.01738 	99.99768 
8303	偲	33	0.01738 	99.99769 
8304	冊	33	0.01738 	99.99769 
8305	瞝	33	0.01738 	99.99769 
8306	垯	33	0.01738 	99.99769 
8307	禘	33	0.01738 	99.99769 
8308	訶	33	0.01738 	99.99770 
8309	鹖	33	0.01738 	99.99770 
8310	靬	33	0.01738 	99.99770 
8311	谫	33	0.01738 	99.99770 
8312	檢	33	0.01738 	99.99770 
8313	倞	33	0.01738 	99.99770 
8314	胩	33	0.01738 	99.99771 
8315	窺	33	0.01738 	99.99771 
8316	罍	33	0.01738 	99.99771 
8317	钔	33	0.01738 	99.99771 
8318	嬝	33	0.01738 	99.99771 
8319	朅	33	0.01738 	99.99771 
8320	騷	33	0.01738 	99.99772 
8321	騊	33	0.01738 	99.99772 
8322	蓰	33	0.01738 	99.99772 
8323	妶	33	0.01738 	99.99772 
8324	挾	33	0.01738 	99.99772 
8325	訏	33	0.01738 	99.99772 
8326	曵	33	0.01738 	99.99773 
8327	絪	33	0.01738 	99.99773 
8328	嬰	33	0.01738 	99.99773 
8329	運	33	0.01738 	99.99773 
8330	臢	33	0.01738 	99.99773 
8331	迮	33	0.01738 	99.99774 
8332	晣	33	0.01738 	99.99774 
8333	鎮	33	0.01738 	99.99774 
8334	苧	33	0.01738 	99.99774 
8335	雸	32	0.01686 	99.99774 
8336	犮	32	0.01686 	99.99774 
8337	飽	32	0.01686 	99.99775 
8338	誧	32	0.01686 	99.99775 
8339	耖	32	0.01686 	99.99775 
8340	鶉	32	0.01686 	99.99775 
8341	溚	32	0.01686 	99.99775 
8342	鵝	32	0.01686 	99.99775 
8343	羮	32	0.01686 	99.99776 
8344	峠	32	0.01686 	99.99776 
8345	潅	32	0.01686 	99.99776 
8346	賀	32	0.01686 	99.99776 
8347	穫	32	0.01686 	99.99776 
8348	唊	32	0.01686 	99.99776 
8349	踺	32	0.01686 	99.99777 
8350	濺	32	0.01686 	99.99777 
8351	凥	32	0.01686 	99.99777 
8352	跼	32	0.01686 	99.99777 
8353	齡	32	0.01686 	99.99777 
8354	瑪	32	0.01686 	99.99777 
8355	嚜	32	0.01686 	99.99778 
8356	暪	32	0.01686 	99.99778 
8357	椠	32	0.01686 	99.99778 
8358	碃	32	0.01686 	99.99778 
8359	驅	32	0.01686 	99.99778 
8360	諡	32	0.01686 	99.99778 
8361	纟	32	0.01686 	99.99779 
8362	嗢	32	0.01686 	99.99779 
8363	鳼	32	0.01686 	99.99779 
8364	窩	32	0.01686 	99.99779 
8365	嗚	32	0.01686 	99.99779 
8366	卨	32	0.01686 	99.99779 
8367	衒	32	0.01686 	99.99780 
8368	簃	32	0.01686 	99.99780 
8369	瑩	32	0.01686 	99.99780 
8370	炤	32	0.01686 	99.99780 
8371	夂	32	0.01686 	99.99780 
8372	廒	31	0.01633 	99.99780 
8373	襜	31	0.01633 	99.99781 
8374	脣	31	0.01633 	99.99781 
8375	竄	31	0.01633 	99.99781 
8376	亸	31	0.01633 	99.99781 
8377	訪	31	0.01633 	99.99781 
8378	刧	31	0.01633 	99.99781 
8379	褧	31	0.01633 	99.99782 
8380	廇	31	0.01633 	99.99782 
8381	嘍	31	0.01633 	99.99782 
8382	璷	31	0.01633 	99.99782 
8383	葎	31	0.01633 	99.99782 
8384	宀	31	0.01633 	99.99782 
8385	譜	31	0.01633 	99.99783 
8386	殼	31	0.01633 	99.99783 
8387	豎	31	0.01633 	99.99783 
8388	脽	31	0.01633 	99.99783 
8389	絃	31	0.01633 	99.99783 
8390	洐	31	0.01633 	99.99783 
8391	詢	31	0.01633 	99.99784 
8392	嫕	31	0.01633 	99.99784 
8393	挓	31	0.01633 	99.99784 
8394	朘	31	0.01633 	99.99784 
8395	錶	30	0.01580 	99.99784 
8396	併	30	0.01580 	99.99784 
8397	侘	30	0.01580 	99.99785 
8398	赪	30	0.01580 	99.99785 
8399	齒	30	0.01580 	99.99785 
8400	吜	30	0.01580 	99.99785 
8401	儲	30	0.01580 	99.99785 
8402	啲	30	0.01580 	99.99785 
8403	睪	30	0.01580 	99.99785 
8404	餬	30	0.01580 	99.99786 
8405	耞	30	0.01580 	99.99786 
8406	蓳	30	0.01580 	99.99786 
8407	閰	30	0.01580 	99.99786 
8408	氪	30	0.01580 	99.99786 
8409	霊	30	0.01580 	99.99786 
8410	鬘	30	0.01580 	99.99787 
8411	娒	30	0.01580 	99.99787 
8412	聍	30	0.01580 	99.99787 
8413	榀	30	0.01580 	99.99787 
8414	攵	30	0.01580 	99.99787 
8415	渏	30	0.01580 	99.99787 
8416	鰭	30	0.01580 	99.99788 
8417	鹙	30	0.01580 	99.99788 
8418	赇	30	0.01580 	99.99788 
8419	屻	30	0.01580 	99.99788 
8420	涁	30	0.01580 	99.99788 
8421	繩	30	0.01580 	99.99788 
8422	攤	30	0.01580 	99.99788 
8423	惔	30	0.01580 	99.99789 
8424	藫	30	0.01580 	99.99789 
8425	醣	30	0.01580 	99.99789 
8426	駼	30	0.01580 	99.99789 
8427	亹	30	0.01580 	99.99789 
8428	氙	30	0.01580 	99.99789 
8429	鴞	30	0.01580 	99.99790 
8430	軒	30	0.01580 	99.99790 
8431	泶	30	0.01580 	99.99790 
8432	珜	30	0.01580 	99.99790 
8433	癢	30	0.01580 	99.99790 
8434	衤	30	0.01580 	99.99790 
8435	褕	30	0.01580 	99.99791 
8436	誅	30	0.01580 	99.99791 
8437	築	30	0.01580 	99.99791 
8438	辯	29	0.01528 	99.99791 
8439	彆	29	0.01528 	99.99791 
8440	猹	29	0.01528 	99.99791 
8441	踆	29	0.01528 	99.99791 
8442	撘	29	0.01528 	99.99792 
8443	蛁	29	0.01528 	99.99792 
8444	褍	29	0.01528 	99.99792 
8445	篚	29	0.01528 	99.99792 
8446	牿	29	0.01528 	99.99792 
8447	龜	29	0.01528 	99.99792 
8448	斝	29	0.01528 	99.99793 
8449	減	29	0.01528 	99.99793 
8450	溍	29	0.01528 	99.99793 
8451	磡	29	0.01528 	99.99793 
8452	擓	29	0.01528 	99.99793 
8453	寛	29	0.01528 	99.99793 
8454	骙	29	0.01528 	99.99793 
8455	癩	29	0.01528 	99.99794 
8456	籙	29	0.01528 	99.99794 
8457	嚒	29	0.01528 	99.99794 
8458	暱	29	0.01528 	99.99794 
8459	噽	29	0.01528 	99.99794 
8460	丿	29	0.01528 	99.99794 
8461	慶	29	0.01528 	99.99795 
8462	渋	29	0.01528 	99.99795 
8463	埏	29	0.01528 	99.99795 
8464	螦	29	0.01528 	99.99795 
8465	燙	29	0.01528 	99.99795 
8466	遆	29	0.01528 	99.99795 
8467	盷	29	0.01528 	99.99795 
8468	袥	29	0.01528 	99.99796 
8469	窊	29	0.01528 	99.99796 
8470	珦	29	0.01528 	99.99796 
8471	鯹	29	0.01528 	99.99796 
8472	頁	29	0.01528 	99.99796 
8473	裀	29	0.01528 	99.99796 
8474	閱	29	0.01528 	99.99796 
8475	皽	29	0.01528 	99.99797 
8476	貞	29	0.01528 	99.99797 
8477	証	29	0.01528 	99.99797 
8478	玚	28	0.01475 	99.99797 
8479	馳	28	0.01475 	99.99797 
8480	焠	28	0.01475 	99.99797 
8481	楓	28	0.01475 	99.99798 
8482	镓	28	0.01475 	99.99798 
8483	憍	28	0.01475 	99.99798 
8484	燋	28	0.01475 	99.99798 
8485	珓	28	0.01475 	99.99798 
8486	糾	28	0.01475 	99.99798 
8487	锎	28	0.01475 	99.99798 
8488	哴	28	0.01475 	99.99799 
8489	鱗	28	0.01475 	99.99799 
8490	摟	28	0.01475 	99.99799 
8491	茻	28	0.01475 	99.99799 
8492	納	28	0.01475 	99.99799 
8493	評	28	0.01475 	99.99799 
8494	頗	28	0.01475 	99.99799 
8495	蹡	28	0.01475 	99.99800 
8496	攝	28	0.01475 	99.99800 
8497	褆	28	0.01475 	99.99800 
8498	爍	28	0.01475 	99.99800 
8499	癎	28	0.01475 	99.99800 
8500	舣	28	0.01475 	99.99800 
8501	鬱	28	0.01475 	99.99800 
8502	卆	28	0.01475 	99.99801 
8503	皕	27	0.01422 	99.99801 
8504	礤	27	0.01422 	99.99801 
8505	蹅	27	0.01422 	99.99801 
8506	鼌	27	0.01422 	99.99801 
8507	崈	27	0.01422 	99.99801 
8508	黨	27	0.01422 	99.99801 
8509	妸	27	0.01422 	99.99802 
8510	峊	27	0.01422 	99.99802 
8511	賦	27	0.01422 	99.99802 
8512	縛	27	0.01422 	99.99802 
8513	蹐	27	0.01422 	99.99802 
8514	筊	27	0.01422 	99.99802 
8515	荊	27	0.01422 	99.99802 
8516	倶	27	0.01422 	99.99803 
8517	巈	27	0.01422 	99.99803 
8518	悾	27	0.01422 	99.99803 
8519	裈	27	0.01422 	99.99803 
8520	鑨	27	0.01422 	99.99803 
8521	祿	27	0.01422 	99.99803 
8522	仫	27	0.01422 	99.99803 
8523	溼	27	0.01422 	99.99804 
8524	蝕	27	0.01422 	99.99804 
8525	栻	27	0.01422 	99.99804 
8526	樋	27	0.01422 	99.99804 
8527	鼷	27	0.01422 	99.99804 
8528	蓆	27	0.01422 	99.99804 
8529	覤	27	0.01422 	99.99804 
8530	謔	27	0.01422 	99.99805 
8531	枒	27	0.01422 	99.99805 
8532	偊	27	0.01422 	99.99805 
8533	痄	27	0.01422 	99.99805 
8534	顓	27	0.01422 	99.99805 
8535	揝	27	0.01422 	99.99805 
8536	抃	26	0.01370 	99.99805 
8537	咇	26	0.01370 	99.99806 
8538	螬	26	0.01370 	99.99806 
8539	趎	26	0.01370 	99.99806 
8540	疍	26	0.01370 	99.99806 
8541	巔	26	0.01370 	99.99806 
8542	訂	26	0.01370 	99.99806 
8543	敚	26	0.01370 	99.99806 
8544	朏	26	0.01370 	99.99807 
8545	菓	26	0.01370 	99.99807 
8546	馃	26	0.01370 	99.99807 
