〇	lgoo
讼	syoa
访	fpoa
诃	heoa
诅	zjoa
识	ekoa
诇	xyoa
诋	dkoa
译	ykoa
诓	kmoa
诓	kxoa
诖	gqoa
诘	jdoa
诘	jkoa
诙	hboa
诛	qjoa
诜	enoa
询	xwoa
诣	ykoa
诧	wsoa
诩	xloa
诲	hboa
读	ddoa
诿	wwoa
谀	yloa
谂	enoa
谅	lxoa
谆	qwoa
谊	ykoa
谌	jnoa
谏	jmoa
谐	xdoa
谑	xhoa
谔	xeoa
谕	yloa
谗	jfoa
谝	pmoa
谧	mkoa
谪	feoa
谪	qeoa
谯	qcoa
谰	lfoa
谲	jhoa
谳	yfoa
谶	jnoa
豕	ekvu
豢	htou
豪	hzov
豫	ylao
豸	fkuo
豺	jhuo
貉	mluo
貊	mluo
贝	bwao
贠	ywao
贡	gyvi
贤	xmii
贱	jmao
贳	ekvi
贻	ykao
贽	fkiu
赀	zkiv
赁	lbiu
赆	jbao
赇	qqao
赍	jkuo
赑	bkao
赓	grov
赕	dfao
赟	ywov
赪	jrvo
赭	fevo
赭	qevo
趄	jlvo
趋	qlvo
趔	ldvo
趯	tkvo
趵	bzoi
趺	fjoi
趼	jmoi
趿	tsoi
跂	qkoi
跅	tloi
跐	ckoi
跖	fkoi
跗	fjoi
跚	efoi
跞	lkoi
跞	lloi
跫	qyvi
跬	kboi
跶	dsoi
跸	bkoi
跹	xmoi
跽	jkoi
踅	xhiu
踉	lxoi
踒	wloi
踞	jloi
踟	wkoi
踦	qkoi
踬	fkoi
踯	fkoi
踺	jmoi
踽	jloi
蹀	ddoi
蹄	tkoi
蹇	jmoo
蹊	xkoi
蹋	tsoi
蹐	jkoi
蹚	tpoi
蹢	dkoi
蹩	bdou
蹰	jjoi
蹴	jqoi
蹾	dwoi
躔	jfoi
躞	xdoi
车	jlva
轧	ysva
轳	ljva
轵	fkva
轶	ykva
轸	qnva
轹	lkva
轺	yzva
轾	fkva
辀	fdva
辂	ljva
辈	bwiv
辐	fjva
辜	gjuo
辟	bkav
辨	bmov
辫	bmov
辿	jfia
迁	qmuv
迂	ylvv
迓	ysva
迕	wjuv
这	qwov
迤	ykuv
迨	dhao
迩	xjua
迳	jgao
迹	jkov
适	ekuv
逍	xcio
逑	qqvi
递	dkou
逦	lkvi
逭	htoo
逯	ljav
逶	wwuv
逾	yliv
遁	dwuu
遄	wtia
遆	dkov
遗	wwia
遗	ykia
遘	gdvv
遨	xzvv
遴	lbou
遹	ylao
邂	xdua
邑	ykoa
邕	yyaa
邗	hfvv
邘	ylvv
邙	mpov
邢	xgvv
邱	qqui
邲	bkoa
邳	pkvu
邴	bgvi
邶	bwiv
邷	wsva
邸	dkua
邽	gbvo
邾	qjuv
邿	ekvo
郃	heiv
郅	fkva
郇	htua
郏	jsvo
郐	gbiv
郓	ywoa
郚	wjvi
郜	gzuv
郡	jwav
郢	ygov
郦	fkvi
郴	jnvv
郾	yfvo
郿	mwai
鄂	xeoo
鄃	ejiv
鄑	zkvi
鄗	hzov
鄙	bkou
鄜	fjov
鄠	hjvo
鄢	yfvi
鄣	qpov
鄫	zrou
鄯	efou
酆	friv
酊	dgvi
酏	ykvi
酐	gfvi
酡	tlvi
酤	gjvi
酥	sjvi
酦	plvi
酮	tyvi
酯	fkvi
酵	jcvi
酹	lwvi
酾	ekvi
醌	kwvi
醑	xlvi
醭	bjvi
醮	jcvi
醴	lkvi
醵	jlvi
金	jbio
銮	ltov
鋈	wjau
鎏	lqao
鏖	xzov
鐾	bwav
鑫	xbio
钇	ykio
钌	lcio
钎	qmio
钖	ypio
钘	xgio
钚	bjio
钜	jlio
钡	bwio
钣	bfio
钤	qmio
钥	yzio
钪	kpio
钬	hlio
钲	qrio
钳	qmio
钴	gjio
钶	keio
钹	blio
钽	tfio
铂	blio
铆	mzio
铈	ekio
铕	ydio
铗	jsio
铚	fkio
铛	jrio
铝	llio
铢	qjio
铣	xmio
铤	dgio
铪	keio
铫	dcio
铰	jcio
铱	ykio
铴	tpio
铹	lzio
铻	wjio
铼	lhio
锆	gzio
锇	xeio
锎	khio
锏	jmio
锓	qbio
锔	jlio
锖	qxio
锘	nlio
锣	llio
锦	jbio
锩	jtio
锪	hlio
锭	dgio
锴	khio
锶	skio
锺	fyio
锿	xhio
镃	zkio
镅	mwio
镉	geio
镌	jtio
镍	ndio
镎	nsio
镓	jsio
镔	bbio
镗	tpio
镟	xtio
镠	lqio
镡	jfio
镡	tfio
镡	xbio
镢	jhio
镤	pjio
镨	pjio
镪	qxio
镬	hlio
镮	htio
镰	lmio
镲	wsio
镳	bcio
镵	jfio
闱	wwoi
闸	fsoi
闼	tsoi
闾	lloi
阂	heoi
阈	yloi
阉	yfoi
阊	jpoi
阌	wnoi
阎	yfoi
阏	xeoi
阕	qhoi
阖	heoi
阚	hfoi
阰	pkai
陂	pkai
陎	ejai
险	xmai
陴	pkai
陷	xmai
隃	ylai
隈	wwai
隋	dlai
隐	ybai
隗	wwai
隰	xkai
隳	hbai
隽	jtio
隽	jwio
雀	qciu
雁	yfvu
雊	gdua
雍	yyov
雎	jlia
雏	jjua
雒	llua
雩	ylvo
雫	xsvo
霁	jkvo
霅	fsvo
霨	wwvi
霪	ybvo
霭	xhvo
靓	jgvv
靖	jgov
靛	dmvv
靬	jmva
靰	wjvi
靳	jbvi
靺	mlvi
靼	dsvi
鞁	bwvi
鞒	qcvi
鞠	jlvi
鞡	lsvi
鞮	dkvi
韦	wwvv
韫	wnvv
韫	ywvv
韬	tzvv
顽	wfvv
颅	ljiv
颉	jdvo
颊	jsvo
颋	tguv
颌	geiv
颍	ygua
颏	keov
颙	yyia
颚	xeoo
颟	mfii
颢	hzoi
颤	efov
颦	pbiv
颧	qtii
飏	ypua
飐	qfua
飑	bcua
飓	jlua
飔	skua
飧	swua
饔	yyov
饥	jkua
饧	xgua
饩	xkua
饫	ylua
饰	ekua
饳	dlua
饵	xjua
饷	xxua
饺	jcua
饻	xkua
馀	ylua
馏	lqua
馗	kbua
馝	bkuv
馞	bluv
馥	fjuv
驰	wkaa
驷	skaa
驸	fjaa
驿	ykaa
骀	dhaa
骉	bcaa
骊	lkaa
骋	jraa
骒	keaa
骓	fbaa
骘	fkai
骜	xzvv
骝	lqaa
骟	efaa
骠	pcaa
骡	llaa
骣	jfaa
骥	jkaa
骧	xxaa
骰	tdia
骶	dkia
骺	hdia
髀	bkia
髁	keia
髎	lcia
髑	djia
鬈	qtvi
鬒	qnvi
鬘	mfvi
鬲	gevo
鬲	lkvo
魄	blui
魇	yfvu
鲀	twua
鲃	bsua
鲉	ydua
鲊	fsua
鲋	fjua
鲌	blua
鲌	bsua
鲍	bzua
鲍	pzua
鲑	gbua
鲑	xdua
鲒	jdua
鲔	wwua
鲖	tyua
鲙	kgua
鲝	fsou
鲞	xxou
鲟	xwua
鲡	lkua
鲣	jmua
鲤	lkua
鲥	ekua
鲩	htua
鲫	jkua
鲬	yyua
鲯	qkua
鲱	fwua
鲳	jpua
鲴	gjua
鲵	nkua
鲷	dcua
鲺	ekua
鲿	jpua
鳁	wnua
鳇	hmua
鳇	hxua
鳏	gtua
鳑	ppua
鳒	jmua
鳓	leua
鳔	bcua
鳚	wwua
鳛	xkua
鳜	jhua
鳣	efua
鳤	gtua
鸠	jqua
鸡	jkao
鸢	ytva
鸤	ekav
鸥	xdvu
鸦	ysva
鸩	qnoa
鸬	ljiv
鸮	xcov
鸯	ypia
鸰	lgio
鸱	wkua
鸲	qlua
鸳	ytua
鸶	skaa
鸼	fduu
鸾	ltov
鹀	wjvi
鹁	bluo
鹂	lkvi
鹄	hjuv
鹆	yluo
鹈	tkou
鹉	wjvv
鹋	mcii
鹍	kwoi
鹎	bwui
鹐	qmua
鹑	jwov
鹒	grov
鹓	ytoo
鹔	sjav
鹗	xeoo
鹘	hjia
鹚	ckou
鹛	mwai
鹜	wjao
鹝	ykvo
鹢	ykuo
鹣	jmou
鹦	ygao
鹨	lqao
鹪	jcio
鹫	jqov
鹮	htia
鹰	ygov
鹱	hjua
鹲	mrii
鹴	emvo
鹴	exvo
麀	ydov
麑	nkov
麴	qlvi
麸	fjvv
麹	qlvv
麽	mlov
黇	tmii
黎	lkuv
黔	qmia
黛	dhiv
黢	qlia
黥	qgia
黩	djia
黯	xfia
黹	fkii
黾	mboi
鼋	ytvv
鼒	zkvi
鼬	ydui
鼹	yfui
鼻	bkui
鼽	qqui
齇	fsui
龁	heiv
龂	ybiv
龃	jliv
龉	yliv
龊	wliv
龟	qqua
㑊	ykio
㘎	hfoo
㙍	dlvo
㞎	bsav
㟃	skia
㤘	jjoo
㥄	lgoo
㫰	lpoi
㬎	xmoi
㭕	qlvv
㳘	wyao
㳚	ylav
㽏	gfai
㿠	hmui
㿠	hxui
䂮	lhvv
䎃	rfia
䏝	jwuv
䏲	dduo
䓛	qlii
䓫	jkii
䗖	dkia
䗛	xqia
䗪	feov
䗪	qeov
䗴	tgia
䜣	xkoa
䝙	jjuo
䥽	plio
䦃	flio
䲟	ybua
䲠	jwua
䲢	truo
䴓	ekvi
䴔	jcov
䴕	ldvu
䴖	jgvv
䴗	jlia
䶮	yfvu
𠅤	xkov
𠙶	xdai
𠳬	jguo
𣲘	wjav
𣸣	fnau
𤞤	xmua
𤧛	dkvv
𤩽	htvv
𤫉	xdvv
𥔲	xevu
𦈡	rjaa
𦒍	tyov
𦙶	gjuu
𦝼	lluo
𨙸	qkuo
𨚕	bmao
𨟠	qhia
𨟠	qtia
𨭉	bfov
𨱑	hmio
𨱑	hxio
𨱔	zwio
𩽾	xfua
𩾃	mmua
万	wfva
丈	qpvu
三	sfvv
上	epiv
下	xsvi
丌	jkvu
丌	qkvu
不	bjvu
与	ylva
丑	wdai
专	ftvv
且	jlia
且	qdia
业	yeii
丛	cyii
东	dyva
丢	dquv
两	lxvi
丧	spuo
中	fyia
丰	frvv
临	lbii
丸	wfua
丹	dfua
为	wwou
主	qjov
举	jloo
久	jqua
么	meua
之	fkoa
乎	hjuo
乏	fsuo
乐	leua
乐	lzua
乐	yhua
乒	pgui
乔	qcuv
乖	gguv
乘	eruv
也	yeai
乡	xxaa
书	ejaa
买	mhao
乱	ltuv
争	qrua
事	ekvi
于	ylvv
亏	kbvv
云	ywvv
互	hjva
亓	qkvv
五	wjvi
些	xdiv
交	jcov
亦	ykov
产	jfov
亩	mjov
亲	qbov
什	ekiu
仁	rniv
仂	leia
仇	wdiu
仍	rria
从	cyii
仓	cpia
仔	zhia
他	tsia
付	fjiv
仡	ykiu
代	dhiv
令	lgio
以	ykao
们	mnio
仵	wjiu
任	rniu
份	fniu
仿	fpio
企	qkii
伍	wjiv
伎	fkiu
众	fyii
会	hbiv
会	kgiv
伛	yliv
伞	sfio
传	wtiv
伣	qmii
伸	enii
似	skia
伽	gsia
佁	ykia
但	dfio
位	wwio
低	dkiu
住	qjio
体	tkiv
何	heiv
余	yliv
佛	fjia
作	zliu
你	nkiu
佥	qmiv
佧	ksii
佩	pwiu
佸	hliu
佺	qtii
佾	ykiu
使	ekiv
侃	kfio
例	lkiv
侑	ydiv
侘	wsio
供	gyiv
依	ykio
侠	xsiv
侧	ceia
侪	jhio
侬	nyio
侵	qbia
便	bmiv
促	cjio
俄	xeiu
俊	jwia
俎	zjii
俗	sjiu
俚	lkii
保	bzio
俟	qkia
信	xbio
俩	lsiv
俩	lxiv
俭	jmii
修	xqii
倒	dziv
倓	tfio
候	hdii
倭	wliu
倾	qgiv
假	jsia
偌	rlii
偏	pmio
做	zliu
停	tgio
偬	zyiu
偷	tdii
傉	njiv
储	jjio
催	cbii
傲	xziv
傻	esiu
像	xxiu
僚	lciv
僧	srio
僬	jcii
儆	jgii
儒	rjiv
允	ywao
元	ytvv
兄	xyou
充	wyov
先	xmuv
光	gmio
光	gxio
克	keuo
免	mmua
兑	dbou
兖	yfov
党	dpio
兜	ddui
全	qtiv
公	gyuo
六	lqov
兰	lfou
共	gyvi
兲	tmvv
关	gtou
兵	bgui
其	jkvi
其	qkvi
养	ypou
内	nwia
冉	rfia
册	ceua
再	zhvi
冒	mzia
写	xdoa
军	jwoa
农	nyoa
冬	dyua
冲	wyov
决	jhov
况	kmov
况	kxov
冷	lrov
准	qwov
凊	qgov
减	jmov
凑	cdov
凓	lkov
凝	ngov
几	jkua
凤	frua
凫	fjua
凭	pgiu
凯	khia
出	jjai
凼	dpaa
分	fnuo
切	qdva
划	hqva
列	ldvu
刘	lqov
则	zeao
刚	gpia
创	wmia
创	wxia
初	jjoa
删	efua
判	pfou
刨	pzua
利	lkuv
别	bdoa
刬	jfvv
刮	gquv
到	dzva
刷	eqav
券	qtou
刹	wsuo
刺	ckvi
前	qmou
剕	fwiv
剡	efou
剥	bzav
剩	eruv
副	fjvo
割	geoo
剿	jzaa
剿	wzaa
劄	fsuv
劝	qtao
办	bfau
加	jsau
动	dyvv
劲	jgao
劳	lzii
勇	yyao
勒	levi
勚	ykvi
匀	ywua
包	bzua
匆	cyua
匏	pzvu
化	hqiu
北	bwiv
匠	jxvu
匪	fwvi
匹	pkvu
区	qlvu
医	ykvu
匿	nkvi
千	qmuv
卅	ssvu
半	bfou
协	xduo
单	dfou
卖	mhuo
南	nfuo
南	nsuo
博	bluo
占	qfiv
卡	ksiv
卡	qsiv
卢	ljiv
卦	gqvo
卧	wlvi
卮	fkuu
印	ybua
即	jkav
却	qhvo
卵	ltua
卷	jtou
卿	qgua
厅	tgvu
压	ysvu
厕	cevu
厚	hdvu
原	ytvu
厣	yfvu
厥	jhvu
厦	esvu
厨	jjvu
去	qlvo
县	xmia
叁	sfao
参	cfao
双	emao
双	exao
反	ffuu
发	fsau
叔	ejiv
取	qlvi
受	eduo
变	bmov
古	gjuo
句	jlua
另	lgoa
叩	kdoa
只	fkou
叫	jcoa
召	fzau
召	qzau
可	kevo
台	thao
右	ydvu
号	hzov
司	skav
叹	tfoa
吃	wkou
各	geua
合	heiv
同	tyia
名	mgua
后	hduu
吐	tjov
向	xxui
吗	msoa
吞	twvv
吡	bkov
否	fdvu
吧	bsoa
吨	dwov
含	hfio
听	tgou
吭	hpoo
吭	kroo
吮	ewoa
吹	wbou
呀	ysov
呃	xeov
呈	jrov
告	gzuv
呖	lkov
呗	bhoa
呗	bwoa
员	ytoa
呛	qxoi
呞	ekoa
呢	neoa
呢	nkoa
呣	xmoa
周	fdua
味	wwov
呴	xlou
呵	hsov
呵	keov
呸	pwov
命	mgiv
咀	jloi
咋	zeou
咋	zsou
和	heuv
和	hjuv
和	hluv
咖	ksoa
咙	lyov
咝	skoa
咡	xjov
咧	ldov
咬	yzoo
咭	jkov
咱	zfou
咱	zsou
咺	xtov
哀	xhov
品	pboo
哈	hsoi
哌	phou
响	xxou
哏	gnoa
哗	hqoi
哙	kgoi
哦	xlou
哪	nsoa
哪	nwoa
哭	kjoo
哼	hroo
唐	tpov
唔	xrov
唛	mhov
唤	htou
唧	jkoa
唰	eqoa
唱	jpoo
唷	yloo
唾	tlou
啃	knoi
商	epov
啊	xsoa
啐	cboo
啥	esoi
啦	lsoi
啪	psoi
啬	seuo
啭	ftov
喃	nfou
善	efou
喈	jdov
喉	hdoi
喊	hfov
喏	reoi
喘	wtoi
喜	xkvo
喝	heoo
喰	swoi
喱	lkov
喷	pnou
嗓	spoa
嗖	sdou
嗡	wrou
嗣	skoi
嗦	slou
嗯	xnoi
嗯	xroi
嘁	qkov
嘌	pcov
嘎	gsov
嘚	deou
嘛	msoo
嘞	leov
嘧	mkoo
嘴	zboi
嘿	hwoi
噢	xzou
噶	gsoi
嚓	csoo
嚚	yboo
嚭	pkvo
嚷	rpoo
囊	npvi
囍	xkvo
囔	npov
囗	wwia
囚	qqia
四	skia
回	hbia
因	ybia
团	ttia
囤	twia
囧	jyia
囫	hjia
园	ytia
困	kwia
囷	qwia
囹	lgia
固	gjia
国	glia
图	tjia
圄	ylia
圈	qtia
圉	ylia
圣	erao
在	zhvu
地	devo
地	dkvo
场	jpvo
均	jwvo
坊	fpvo
坏	hgvo
坑	krvo
块	kgvo
坠	fbai
坡	plvo
坤	kwvo
坦	tfvo
坪	pgvo
坰	jyvo
坼	jevo
坼	wevo
垂	wbuv
垃	lsvo
垄	lyvu
垈	dhiv
垍	jkvo
垠	ybvo
垤	ddvo
垮	kqvo
垺	pdvo
埋	mfvo
埋	mhvo
城	jrvo
埘	ekvo
埴	fkvo
埸	ykvo
培	pwvo
埽	szvo
堂	tpio
堆	dbvo
堇	jbvi
堌	gjvo
堕	dlai
堕	hbai
堡	bjio
堤	dkvo
堧	rtvo
堪	kfvo
堲	jkav
塔	tsvo
塘	tpvo
塞	seoo
塞	shoo
填	tmvo
塬	ytvo
墉	yyvo
墒	epvo
墕	yfvo
增	zrvo
墼	jkvi
壤	rpvo
壬	rnuv
声	ervo
壳	kevo
处	jjua
备	bwua
复	fjuv
夏	xsvu
外	whua
多	dlua
夜	yeov
够	gdua
大	dsvu
天	tmvv
太	thvu
夬	ggav
头	tdoo
夸	kqvu
夹	jsvo
夺	dlvu
奂	htua
奄	yfvu
奋	fnvu
奎	kbvu
奏	zdvv
契	qkvv
契	xdvv
奔	bnvu
奕	ykov
套	tzvu
奘	fmai
奘	fxai
奢	eevu
奥	xzui
女	nlau
奴	njau
奶	nhau
她	tsau
好	hzau
妁	elau
如	rjau
妇	fjau
妈	msau
妖	yzau
妙	mcau
妞	nqau
妤	ylau
妲	dsau
妹	mwau
妻	qkva
始	ekau
姐	jdau
姑	gjau
姓	xgau
委	wwuv
姘	pbau
姞	jkau
姥	lzau
姮	hrau
姱	kqau
娃	wsau
娆	rzau
娘	nxau
娜	nlau
娣	dkau
娼	jpau
婆	plaa
婊	bcau
婠	wsau
婻	nfau
媂	dkau
嫩	nnau
嬛	qyau
嬿	yfau
孀	emau
孀	exau
孅	xmau
子	zkai
孔	kyai
字	zkoo
存	cwvu
孙	swai
孟	mrai
孥	njau
学	xhoo
孬	nzvu
孽	ndii
宁	ngoo
它	tsoo
宅	fhoo
宅	qhoo
安	xfoo
宋	syoo
完	wfoo
宏	hyoo
宗	zyoo
官	gtoo
定	dgoo
宝	bzoo
审	enoo
客	keoo
宣	xtoo
宧	ykoo
宫	gyoo
害	hhoo
家	jsoo
容	ryoo
宽	ktoo
宾	bboo
密	mkoo
寝	qboo
察	wsoo
寡	gqoo
对	dbao
寻	xwav
寿	edvv
射	eeui
将	jxov
尉	ylav
尊	zwou
小	xciu
少	eziu
尕	gsau
尘	jniu
尚	epio
尢	ydvu
尥	lcvu
尬	gsvu
就	jqov
尻	kzav
尼	nkav
尽	jbav
尿	ncav
局	jlav
层	crav
屄	bkav
居	jlav
屈	qlav
屋	wjav
屏	bgav
屏	pgav
展	qfav
屣	xkav
屯	qwva
屯	twva
山	efia
岁	sbia
岈	ysia
岍	qmia
岑	cnia
岛	dzua
岠	jlia
岨	jlia
岩	yfia
岱	dhiv
岵	hjia
峄	ykia
峗	wwia
峛	lkia
峦	ltov
峰	fria
峿	wjia
崄	xmia
崔	cbia
崦	yfia
崩	bria
崮	gjia
崴	whia
崴	wwia
嵁	kfia
嵅	hfia
嵇	jkuv
嵋	mwia
嵎	ylia
嵝	ldia
嵬	wwia
嶅	xzvv
嶒	cria
嶲	gbia
嶷	ykia
巉	jfia
巍	wwia
巛	wtaa
州	fdou
巡	xwaa
工	gyvi
左	zlvu
巧	qcvi
巨	jlva
巩	gyvi
差	wsou
已	ykav
巴	bsai
巿	fjvi
布	bjvu
帅	egiu
帏	wwia
帕	psia
帙	fkia
带	dhvi
席	xkov
帮	bpvv
帱	wdia
常	jpio
幕	mjii
幛	qpia
幪	mria
干	gfvv
平	pgvo
年	nmuv
并	bgou
广	gmov
广	gxov
床	wmov
床	wxov
库	kjov
应	ygov
底	dkov
店	dmov
庙	mcov
庚	grov
府	fjov
庞	ppov
废	fwov
庠	xxov
庤	fkov
度	djov
座	zlov
庭	tgov
康	kpov
庼	qgov
廙	ykov
廪	lbov
延	yfui
建	jmav
廿	nmvi
开	khvv
弁	bmao
弄	nyvv
弓	gyav
引	ybav
张	qpav
弥	mkav
弱	rlav
弶	jxav
弹	dfav
弹	tfav
强	qxav
弼	bkav
归	gbiu
当	dpio
彝	ykaa
形	xgvv
彧	ylvo
彪	bciv
彬	bbvv
影	ygoi
彷	fpuu
彻	jeuu
彻	weuu
往	wpuu
径	jguu
待	dhuu
很	hnuu
徊	hguu
律	lluu
徒	tjuu
得	deuu
得	dwuu
循	xwuu
德	deuu
心	xboa
必	bkoa
忍	rnau
忒	tbvo
忒	tevo
忖	cwoo
忘	wpov
忙	mpoo
忧	ydoo
快	kgoo
念	nmio
忸	nqoo
忾	xkoo
怀	hgoo
态	thvu
怎	znuv
怒	njau
怕	psoo
思	shia
怡	ykoo
性	xgoo
怨	ytua
怪	ggoo
总	zyou
怿	ykoo
恁	nniu
恋	lmov
恐	kyvi
恢	hboo
恣	zkov
恧	nlvu
恨	hnoo
恩	xnia
恬	tmoo
恰	qsoo
恳	knav
恶	xevi
恹	yfoo
恻	ceoo
恼	nzoo
悄	qcoo
悆	yliv
悌	tkoo
悝	kboo
患	htia
您	nbiu
悬	xtia
悰	cyoo
情	qgoo
惨	cfoo
想	xxvi
惴	fboo
惹	reii
愁	wduv
愃	xtoo
愔	yboo
感	gfvu
愣	lroo
愧	kboo
慊	qmoo
慌	hmoo
慌	hxoo
慢	mfoo
慨	khoo
憋	bdou
憭	lcoo
憺	dfoo
懂	dyoo
懑	mnai
戆	gpov
戏	xkao
成	jrvu
我	wluv
戕	qxai
或	hlvo
战	qfiv
戢	feov
戢	jkov
戢	qeov
戭	yfoo
户	hjoa
所	sluu
扅	ykoa
扆	ykoa
才	chvi
扎	zsiu
扑	pjiu
打	dsiu
扔	rriu
托	tliu
扛	kpiu
扣	kdiu
扩	kliu
扪	mniu
扫	sziu
扬	ypiu
扭	nqiu
扰	rziu
批	pkiu
扺	fkiu
扽	dniu
找	fziu
找	qziu
承	jrai
技	jkiu
抄	jziu
抄	wziu
把	bsiu
抓	fqiu
抖	ddiu
抗	kpiu
折	feiu
折	qeiu
抛	pziu
抟	ttiu
抢	qxiu
护	hjiu
报	bziu
披	pkiu
抬	thiu
抹	msiu
押	ysiu
抽	wdiu
担	dfiu
拆	csiu
拆	jhiu
拈	nmiu
拉	lsiu
拍	phiu
拐	ggiu
拔	bsiu
拖	tliu
招	fziu
招	qziu
拟	nkiu
拢	lyiu
拣	jmiu
拥	yyiu
拧	ngiu
拨	bliu
择	zeiu
括	gqiu
括	kliu
拮	jdiu
拴	etiu
拷	kziu
拼	pbiu
拽	fgiu
拿	nsiv
持	wkiu
挂	gqiu
指	fkiu
按	xfiu
挎	kqiu
挑	tciu
挛	ltov
挝	fqiu
挞	tsiu
挠	nziu
挣	qriu
挦	xmiu
挪	nliu
挹	ykiu
挼	rqiu
挽	wfiu
捆	kwiu
捉	fliu
捎	eziu
捏	ndiu
捐	jtiu
损	swiu
换	htiu
捧	priu
捭	bhiu
据	jliu
捽	zliu
掉	dciu
掌	qpio
掏	tziu
排	phiu
掞	efiu
探	tfiu
接	jdiu
控	kyiu
推	tbiu
掬	jliu
掺	jfiu
揉	rdiu
揍	zdiu
提	tkiu
插	wsiu
握	wliu
揣	wgiu
揳	xdiu
搂	ldiu
搋	wgiu
搓	cliu
搔	sziu
搜	sdiu
搞	gziu
搡	spiu
搬	bfiu
搴	qmoo
摁	xniu
摆	bhiu
摈	bbiu
摒	bgiu
摔	egiu
摘	fhiu
摘	qhiu
摭	fkiu
摸	mliu
撇	pdiu
撑	jriu
撒	ssiu
撙	zwiu
撞	fmiu
撞	fxiu
撤	jeiu
撤	weiu
播	bliu
撰	ftiu
撷	xdiu
擀	gfiu
擅	efiu
操	cziu
擦	csiu
攀	pfvu
攒	ctiu
攒	zfiu
攘	rpiu
攮	npiu
收	edai
改	ghav
放	fpov
故	gjuo
效	xcov
敏	mbuv
救	jqvi
教	jcuo
敢	gfav
散	sfvi
敩	xcoo
数	ejou
整	qrvi
文	wnov
斌	bbov
斗	ddoo
料	lcou
斜	xdiv
斠	jcii
斡	wluo
斥	wkuu
斩	qfva
断	dtou
新	xbov
方	fpov
於	wjov
旁	ppov
旌	jgov
旖	ykov
无	wjvv
既	jkav
旧	jqio
早	zzoi
旮	gsua
时	ekoi
旷	kmoi
旷	kxoi
昂	xpoi
昆	kwoi
明	mgoi
昏	hwua
春	jwvv
是	ekoi
显	xmoi
晊	fkoi
晒	ehoi
晕	ywoi
晚	wfoi
晞	xkoi
晟	eroi
晨	jnoi
普	pjou
暂	zfva
暅	xtoi
暕	jmoi
暖	ntoi
暨	jkav
暶	xtoi
暾	twoi
曲	qlia
更	grvi
曹	czvi
曾	crou
曾	zrou
替	tkvv
最	zboi
有	ydvu
朊	rtuv
服	fjua
朕	qnuo
朗	lpoa
望	wpov
朝	fzuo
朝	jzuo
朝	qzuo
朝	wzuo
未	wwvv
末	mlvv
本	bnvi
朱	qjuv
朴	pjvi
朵	dlua
朸	lkva
机	jkvu
朽	xqvv
杀	esuo
杂	zsua
权	qtva
杌	wjvv
材	chvv
村	cwvv
杠	gpvv
条	tcua
来	lhvo
杨	ypva
杪	mcvi
杭	hpvo
杯	bwvv
杰	jdvo
杻	nqva
松	syvu
构	gdvu
枘	rbvi
枪	qxvi
架	jsau
柄	bgvv
柊	fyvu
某	mdvi
染	rfau
柔	rdao
柜	jlvv
柠	ngvo
查	wsvo
柳	lqvu
栀	fkvu
标	bcvv
栎	lkvu
栏	lfvo
树	ejva
栓	etvi
校	xcvo
栲	kzvu
样	ypvo
核	hevo
根	gnva
桂	gbvv
桄	gmvi
桄	gxvi
框	kmvv
框	kxvv
案	xfoo
桌	fliv
桑	spao
桡	rzvv
桢	qnvi
档	dpvi
桤	qkvi
桥	qcvu
桩	fmvo
桩	fxvo
桯	tgvo
桶	tyva
梁	lxaa
梅	mwvu
梓	zkvo
梢	ezvi
梦	mrvv
梭	slva
梵	ffvv
检	jmvi
棉	mmvu
棍	gwvo
棕	zyvo
棚	prvu
棨	qkoa
棫	ylvv
森	snvv
棱	lrvv
棺	gtvo
椀	wfvo
椐	jlva
椪	prvo
椭	tlva
椴	dtvu
椽	wtva
楒	skvi
楠	nfvu
楩	pmvi
楯	ewvu
楷	khvv
楼	ldvo
概	ghva
榈	llvo
榫	swvi
榰	fkvu
槁	gzvo
槌	wbvu
槐	hgvu
横	hrvv
樽	zwvo
檬	mrvi
次	ckov
欣	xbuu
欧	xdvu
欻	wqou
款	ktvo
歌	gevo
正	qrvi
此	ckiv
步	bjiv
歪	whvu
死	skvu
殉	xwvu
残	cfvu
段	dtui
殿	dmav
毁	hbui
毌	gtaa
母	mjaa
每	mwuv
毒	djvv
比	bkva
毕	bkva
毛	mzuv
毯	tfuv
氅	jpio
民	mbav
气	qkuv
氕	pduv
氖	nhuv
氛	fnuv
氦	hhuv
氧	ypuv
氨	xfuv
永	yyoa
汀	tgav
求	qqvi
汇	hbav
汉	hfaa
汗	hfav
汝	rjaa
汞	gyvi
江	jxav
汤	epaa
汤	tpaa
汪	wpav
汭	rbai
汹	xyau
汽	qkau
沁	qbao
沃	wlau
沆	hpao
沉	jnao
沌	dwav
沓	tsao
沘	bkav
沙	esai
没	mlau
没	mwau
沧	cpai
河	heav
治	fkaa
沿	yfau
泂	jyai
泄	xdav
泅	qqai
泉	qtui
泐	leaa
法	fsav
泛	ffau
泞	ngao
泡	pzau
波	blaa
泥	nkaa
注	qjao
泪	lwai
泯	mbaa
泽	zeaa
洋	ypao
洒	ssav
洞	dyai
洪	hyav
洱	xjav
洲	fdao
活	hlau
洽	qsai
派	phau
流	lqao
浊	flai
测	ceaa
浍	kgai
浓	nyao
浔	xwaa
浕	jbaa
浙	feai
浙	qeai
浠	xkau
